Flow_Duration,Total_Fwd_Packets,Total_Bwd_Packets,Total_Len_Fwd_Packets,Total_Len_Bwd_Packets,Fwd_Packet_Len_Max,Fwd_Packet_Len_Min,Bwd_Packet_Len_Max,Bwd_Packet_Len_Min,Flow_IAT_Mean,Flow_IAT_Std,Fwd_IAT_Mean,Bwd_IAT_Mean,Dst_Port,Protocol_Type,Label
281.56085398611543,191.08845077206792,0.17645298418787783,11568.602847452034,108.07794286989538,576,89,31,55,1048.64672735046,106.59809096614333,59.32992400261689,225.10802953209978,53,6,Botnet
6020.242861835042,58.12283324510086,0.013208550961762756,3151.5282636231996,31.96968981035951,1075,52,321,78,673.2498894927177,717.2862401331082,308.0921367310867,77.422432898561,43543,6,Normal
2633.4913870908986,5.032702570786805,25.566323943441226,286.59334589534615,1016.3469122336384,1026,4,59,94,771.3996564275137,569.3623474361353,178.9076418908553,79.48724367523866,5365,6,Normal
547.7655322655719,383.7618054242711,1.189253331187993,25072.76814817873,6424.193613449366,76,87,1021,87,553.3440224808701,499.95763538562716,65.68369205791724,1445.4551568825568,443,6,Botnet
101.77492227740777,126.06350236688718,146.81417026378514,39286.16563993137,9404.902716727545,581,65,1202,74,62.754642098806826,150.60568246541476,50.729194741859324,213.4436348416047,53,1,Botnet
101.75777514876312,67.81878573006283,10.044501208676406,5639.511486664021,1988.7979697154813,607,14,204,52,62.467529416722584,470.54400969437177,83.73581042754199,408.9821785488209,443,17,Botnet
119.67753721736135,70.63984013970563,25.59674982234231,4755.197790496717,3313.10656663922,1039,45,1424,73,385.2159503791236,635.0475858799315,105.73295925835936,92.3775811557764,40515,1,Normal
4022.461728959879,14.877561195714273,2.523455253978696,2991.9005250842815,4897.417783467238,229,56,114,71,452.49109897775196,247.01779170646665,781.1827818755222,1253.733656732536,56126,1,Normal
1838.1643072545291,59.12848094443427,29.52983362727899,1942.1525036320534,12225.047035980891,903,7,765,66,1784.6068565935577,857.6816443029891,172.3631259007998,1173.270743783822,2222,1,Normal
738.7500370227541,6.078182147037183,19.118601502220432,804.7149185095909,9764.274327438912,916,36,1091,18,299.98865351564984,250.10582995865448,434.0751084502937,630.9791674847448,8080,6,Botnet
41.598615998277246,91.44442630510807,1.82752044586343,3044.652721421554,235.57177751346418,888,56,1246,3,1247.3430596459546,129.33251162269912,139.318203452986,229.19527260917963,9811,17,Normal
